land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket_km,crime_rate_index,room_size,property_value
231,209,4,3,1,1,1,0,1.9,1,21,0,3.5,0.96,3,192079
281,243,5,5,1,1,1,1,6.1,0,15,0,1.9,2.28,2,217575
145,141,2,3,0,0,1,0,0.9,0,11,0,2.9,1.4,2,114734
191,163,3,2,1,1,0,0,2.9,1,14,0,0.1,4.39,1,147290
221,215,4,4,1,1,1,1,2.9,1,9,0,3.6,4.39,2,179520
151,139,3,1,0,1,0,0,5.9,0,17,1,2.3,0.43,3,120904
177,172,2,2,1,0,1,0,1.7,0,21,0,1.8,1.55,1,126172
220,198,4,2,1,1,1,0,1.4,0,16,1,3.9,0.63,2,198290
212,210,3,3,1,0,1,0,6.6,0,11,0,6.8,4.38,2,119991
250,226,4,2,1,1,1,1,6.2,1,5,0,5.7,2.86,1,208385
120,113,2,2,0,1,0,1,2.8,0,18,0,5.1,3.03,2,102555
227,221,3,3,1,1,1,0,4.8,1,9,0,0.2,2.22,2,189344
128,122,1,2,1,1,0,0,4.4,0,4,0,5.6,0.73,3,97665
206,193,3,4,1,1,1,0,0.2,0,19,0,5.9,5.47,1,145184
131,125,2,3,0,1,1,0,4.4,0,3,0,5.2,2.12,2,93382
294,253,4,2,1,1,1,1,0.2,0,19,0,6.6,2.09,3,235133
122,120,2,3,0,0,0,0,3.7,0,1,0,6.6,3.88,2,74034
134,119,2,1,0,1,0,0,2.3,0,6,0,3.1,0.54,1,102144
210,183,4,2,1,1,0,1,0.6,0,17,0,0.6,0.6,2,187831
297,270,5,2,1,1,1,1,3.8,1,19,0,0.1,1.16,2,271801
328,291,5,2,1,1,1,1,3.3,1,11,0,4.8,4.05,3,273187
347,313,6,5,1,0,0,1,5.6,1,3,0,3.8,1.11,2,289183
499,493,7,6,1,1,1,1,5.1,1,7,0,3.7,0.7,2,433051
136,134,1,2,0,0,0,0,5.7,0,17,0,2.4,1.14,0,81352
180,180,3,4,1,0,0,0,0.4,1,10,0,2.3,2.94,3,147526
216,189,4,2,1,1,1,1,1.5,1,1,0,5.4,5.59,1,190539
145,127,1,1,0,0,0,0,0.5,1,5,0,3.8,0.44,3,123899
536,527,7,5,1,1,1,1,1.7,1,15,0,3.1,5.91,2,420674
356,306,5,4,1,1,1,1,5.2,1,2,0,2.1,0.69,2,328901
119,110,1,1,1,1,0,0,2.4,0,15,0,2.9,2.52,1,82972
172,166,2,2,1,1,0,1,1.3,0,15,0,2.3,1.05,2,148644
145,132,2,3,0,1,0,0,4.9,0,1,0,0.8,0.99,1,111962
256,230,5,5,1,1,1,1,6.8,1,3,0,5.3,5.64,3,197002
562,519,7,6,1,1,1,1,0.8,1,14,0,0.7,1.41,2,485099
171,161,2,2,0,0,0,0,0.2,0,21,0,1.2,0.44,1,128772
132,130,1,2,1,0,0,0,1.9,0,11,0,4.7,1.83,2,97605
178,163,3,2,1,0,1,0,0.2,0,7,0,5.8,2.84,2,147141
222,189,3,1,0,1,0,1,0.3,1,11,0,0.9,2.88,3,198288
228,217,4,5,1,1,1,1,6.6,0,6,0,0.8,3.85,1,180291
245,212,4,2,1,1,1,1,6.3,1,15,0,2.5,3.69,3,200361
250,238,4,3,1,1,1,1,2.8,1,5,0,5.5,5.36,1,196842
401,375,7,4,1,1,1,1,6.7,1,14,0,3.9,4.51,2,325752
309,309,5,4,1,1,1,1,5.6,1,13,0,4.1,5.3,2,235166
110,100,1,1,0,1,0,0,3.4,0,7,0,3.9,4.37,3,66521
292,278,5,3,1,1,1,0,3.8,1,2,0,1.7,0.8,3,240994
242,215,4,4,1,1,1,1,5.6,1,9,0,4.1,2.56,2,207456
601,511,8,6,1,1,1,1,3.5,1,13,0,1.2,5.18,2,481802
190,187,3,1,0,0,1,0,2.6,0,17,0,4.2,2.12,3,119151
246,239,4,2,1,1,1,1,1.7,1,6,0,3.5,4.91,2,216358
210,184,3,2,0,1,0,0,4.3,1,5,0,4.4,5.21,1,148592
153,143,2,3,0,0,0,0,0.9,1,8,0,6.1,1.9,2,123529
127,115,2,2,1,1,0,0,3.8,0,12,0,3.2,4.14,1,82209
166,145,3,4,1,1,0,1,1.7,0,2,0,2.3,4.68,3,126866
305,278,4,5,1,1,1,1,5.2,1,3,0,3.6,0.5,3,265178
149,131,2,2,0,1,1,0,1.9,0,12,0,5.5,2.75,2,119781
213,202,4,4,1,1,1,1,5.3,1,6,0,3.1,1.15,3,193498
327,295,6,4,1,1,1,1,6.8,1,15,0,4.1,3.37,2,262474
442,385,6,4,1,1,1,1,5.4,1,9,0,5.8,1.83,3,360224
390,362,6,5,1,1,1,1,4.7,1,8,0,3.5,3.59,3,312330
252,241,4,5,1,1,1,1,6.3,1,9,0,0.3,5.27,3,201107
229,226,4,4,1,1,1,1,6.9,0,19,0,2.9,0.87,1,173110
306,280,4,3,1,1,1,1,6.7,0,13,0,6.7,4.73,2,220451
126,125,1,2,0,0,0,0,1.6,0,14,0,2.1,3.59,2,79511
215,211,3,1,1,0,0,0,0.8,1,9,0,1.3,3.06,2,171910
424,372,6,7,1,1,1,1,6.1,1,12,0,6.9,4.96,3,321398
209,203,3,3,1,0,0,1,6.6,0,19,0,3.1,3.91,2,146158
179,174,3,1,0,0,0,1,5.8,1,21,0,6.3,1.79,1,139217
336,326,5,3,1,1,1,1,0.4,1,20,0,5.5,4.78,3,267165
140,131,1,1,1,1,0,0,3.7,0,21,0,5.9,2.82,0,88173
151,151,3,3,1,0,1,0,2.2,1,16,0,6.7,4.88,1,98756
215,199,4,5,1,1,1,1,5.3,0,8,0,0.6,5.62,1,158572
293,276,5,3,1,1,1,1,4.3,1,5,0,3.5,5.9,3,229259
328,325,5,4,1,1,1,1,5.4,1,13,1,2.4,0.95,2,313875
261,252,4,3,1,1,0,1,0.3,1,15,0,3.5,3.3,3,213354
154,151,2,1,0,0,1,0,2.1,0,3,0,1.8,4.52,2,101158
212,208,3,2,0,0,1,0,1.7,1,10,0,5.8,1.64,3,165277
270,238,5,2,1,1,1,1,5.5,1,18,0,6.3,0.72,3,223777
109,95,1,1,1,0,0,0,2.9,0,17,0,6.9,4.94,1,57044
155,132,2,3,0,1,0,1,6.7,0,13,1,1.1,1.11,2,140744
216,197,4,2,1,1,1,1,4.4,0,2,0,1.2,1.63,2,186713
116,111,1,2,1,0,0,0,2.9,0,18,0,2.4,1.26,2,82136
185,169,3,3,1,1,1,0,1.5,0,11,0,2.2,4.36,3,129389
578,499,7,6,0,1,1,1,2.3,1,5,0,4.4,2.1,2,469156
130,117,2,3,1,1,0,0,2.5,1,12,0,0.2,1.23,1,116245
302,260,5,3,1,1,1,1,4.3,0,9,0,2.4,3.16,2,224795
283,264,5,5,1,1,1,0,0.3,1,9,0,1.4,4.58,3,226978
109,98,1,1,1,1,0,0,2.8,0,22,0,3.2,1.54,1,77721
130,112,1,1,0,1,0,0,6.1,0,9,0,1.1,5.69,2,69406
139,139,2,2,1,0,0,1,5.1,1,2,0,3.3,2.15,1,121103
195,169,4,3,0,1,1,1,2.9,1,12,0,4.1,2.82,1,173035
595,556,7,7,1,1,1,1,1.1,1,10,1,2.7,3.46,2,555334
245,220,4,4,1,1,1,1,6.3,1,10,0,2.7,5.52,3,195496
310,303,4,4,1,1,1,0,0.2,1,8,0,1.5,1.89,3,254034
189,181,2,1,0,0,0,1,3.4,0,4,0,5.3,3.41,2,136343
175,168,3,3,1,1,0,1,1.6,0,22,0,6.2,1.49,3,136665
303,268,4,4,0,1,1,1,3.8,1,5,0,0.8,0.22,2,281958
264,236,4,3,1,1,1,1,3.7,1,2,0,1.1,5.6,3,222586
228,205,3,2,0,1,0,0,3.9,1,6,0,4.3,5.97,3,141908
312,282,5,2,1,1,1,0,2.2,1,15,0,3.1,2.76,3,234647
268,251,5,2,1,1,1,1,2.4,1,13,0,2.8,0.12,3,229880
237,215,3,4,1,1,0,1,0.4,0,7,0,5.7,5.96,1,177445
233,223,5,4,1,1,1,1,0.2,1,7,0,5.5,3.46,2,220054
146,127,1,2,1,0,0,0,4.5,0,13,0,6.8,0.98,2,96471
208,188,4,3,1,1,1,0,6.8,1,18,1,0.9,1.04,2,201859
256,223,4,3,1,1,0,0,5.3,1,19,0,2.6,2.66,1,180502
247,212,5,4,1,1,1,1,1.3,1,2,0,4.7,3.71,3,220485
235,233,3,4,1,0,0,1,5.8,0,22,0,1.1,0.86,1,173190
118,103,1,1,1,1,0,0,0.6,0,19,0,6.6,1.42,2,95427
156,136,3,3,0,0,0,0,2.4,0,7,0,6.2,5.39,1,83131
234,220,3,1,0,0,0,1,5.1,1,21,0,0.9,2.5,2,187574
181,163,3,3,0,1,0,1,6.3,1,22,0,2.8,0.65,3,151234
345,341,6,4,1,1,1,1,1.4,1,6,0,2.7,3.34,3,282885
225,209,3,4,0,0,0,0,1.7,0,13,0,2.4,0.3,3,154152
519,444,7,4,1,1,1,1,1.9,1,9,0,1.9,2.78,3,419080
106,92,1,1,0,1,0,0,4.5,0,4,0,3.4,2.54,1,73772
359,314,5,5,1,1,1,1,0.5,1,1,0,1.9,0.19,2,334511
308,292,4,5,1,1,0,1,4.9,1,17,0,5.7,5.01,2,247208
293,267,4,4,1,1,1,1,4.5,0,10,0,0.9,3.63,3,214469
273,256,4,5,0,1,1,1,0.7,0,4,0,1.5,2.39,1,222355
219,208,4,4,1,1,1,0,5.3,1,1,0,6.3,5.72,1,159084
328,288,5,4,1,1,1,1,4.5,1,4,0,3.9,1.33,3,284038
126,126,1,1,0,0,0,0,6.7,0,6,0,5.3,3.7,1,70474
192,191,3,1,1,0,1,0,3.9,0,18,0,4.5,5.62,1,103359
348,340,5,5,0,1,1,1,2.8,1,22,0,2.5,0.52,2,292845
294,251,5,5,1,1,1,1,1.3,1,2,0,4.1,3.81,2,259100
356,332,5,5,0,1,1,1,6.5,1,2,0,2.2,2.48,2,308278
457,432,6,6,1,1,1,1,6.3,1,12,0,2.1,2.96,3,364322
435,422,7,6,1,1,1,1,0.7,1,11,0,0.2,4.16,2,369328
132,124,1,2,1,0,0,0,6.2,0,1,0,5.9,5.83,3,60555
288,258,4,5,1,1,0,1,6.8,1,22,0,2.2,0.61,3,229668
129,120,2,2,0,1,1,0,1.7,1,10,0,1.2,2.19,2,116118
264,256,4,3,0,1,1,1,1.7,1,11,0,0.7,3.32,3,219455
175,154,2,1,0,1,0,0,0.9,1,19,0,3.6,2.07,2,145499
210,188,3,1,0,1,0,1,6.8,0,7,0,4.5,3.79,1,154474
578,559,7,8,1,1,1,1,1.3,1,13,0,0.7,2.33,3,462226
345,334,5,2,1,1,1,1,2.7,1,1,0,6.3,0.64,3,287197
240,221,3,3,1,1,0,1,6.3,0,3,0,0.8,1.85,2,188341
198,169,4,4,1,1,1,1,2.4,1,9,0,4.5,5.9,3,161540
161,150,2,3,0,1,1,0,0.7,0,2,0,6.8,0.54,1,133670
239,204,5,4,1,1,1,1,5.4,1,19,0,4.6,1.48,2,216126
177,165,2,1,0,1,0,0,0.7,0,15,0,3.7,5.07,2,117793
272,252,4,3,1,1,1,1,0.4,0,13,0,5.4,2.56,1,216932
175,163,3,2,1,1,0,0,2.5,0,7,0,4.3,5.17,3,113635
269,239,4,2,1,1,0,1,3.8,1,1,0,2.8,2.25,3,225638
116,110,1,1,1,0,0,0,3.2,1,7,0,5.7,2.41,3,83267
167,148,3,3,1,0,0,0,0.3,0,18,0,2.3,5.38,3,103161
160,138,2,3,0,1,0,1,1.2,1,20,0,1.5,5.29,2,128835
219,194,4,5,1,1,0,1,0.1,1,11,0,5.2,2.08,1,201415
548,491,7,5,1,1,1,1,0.8,1,12,0,0.2,4.23,2,434778
214,209,3,2,1,0,1,0,6.1,1,7,0,0.1,2.11,1,167094
284,246,4,3,1,1,1,1,2.6,0,12,0,3.5,1.59,3,224349
122,111,1,1,1,0,0,0,5.2,0,11,0,6.4,5.02,3,61005
184,160,3,3,1,1,0,1,3.9,1,17,0,6.3,2.25,1,150865
178,153,2,1,0,1,0,0,3.7,1,21,0,6.5,1.67,2,129186
259,247,4,4,1,1,0,1,5.4,0,5,0,0.6,3.45,3,187421
146,131,1,2,0,0,0,0,3.1,0,16,0,4.9,0.4,3,99269
301,266,4,3,1,1,0,1,0.1,0,2,0,0.6,0.98,3,253302
262,251,4,2,1,1,0,1,3.8,1,2,0,3.3,1.86,3,217311
265,226,4,2,1,1,1,1,5.7,1,5,0,2.7,4.43,3,211405
293,258,4,3,1,1,1,0,3.7,0,3,0,5.5,2.61,2,211627
237,207,5,4,1,1,1,1,5.4,1,16,0,1.3,4.23,2,188706
315,309,5,2,1,1,1,1,3.4,1,14,0,2.5,4.85,2,257898
169,152,3,1,0,1,0,1,4.7,1,13,0,2.2,0.43,1,152107
207,201,3,2,1,1,0,1,2.1,1,16,0,2.8,5.7,3,160042
303,270,4,5,1,1,1,1,5.7,1,19,0,0.7,5.64,2,230600
149,136,1,2,0,1,0,0,1.6,0,17,0,5.2,2.93,2,102387
156,144,2,3,0,1,0,1,6.2,0,7,0,3.4,0.29,1,122437
217,215,4,2,1,1,1,1,2.2,0,18,0,0.4,3.77,3,162750
271,257,4,3,0,1,1,1,1.2,1,2,0,0.7,4.69,3,229333
556,472,8,5,1,1,1,1,0.8,1,5,0,1.6,0.07,2,487202
217,198,4,3,1,1,1,1,5.2,0,4,0,4.9,5.08,1,162343
138,121,2,2,1,1,0,1,5.7,1,8,0,2.9,0.21,2,131764
202,176,4,5,1,1,1,1,6.9,1,7,0,5.4,0.11,1,185731
236,202,3,1,1,1,1,0,4.9,0,21,0,5.7,0.4,3,174832
459,432,7,5,1,1,1,1,6.4,1,13,1,5.5,4.19,2,414339
139,133,2,1,0,1,0,0,3.9,0,21,0,1.6,3.36,2,87916
255,231,5,5,1,1,1,1,1.5,1,21,0,2.2,1.11,3,217314
306,303,5,3,1,0,1,1,2.4,1,12,0,4.7,3.56,2,254685
321,318,5,2,1,1,1,0,6.2,1,9,0,6.1,2.86,2,249379
127,125,1,1,0,0,0,0,6.8,0,18,0,1.2,4.74,2,70878
228,201,3,4,1,0,0,0,1.5,1,7,0,3.3,5.81,2,158796
228,219,3,1,1,0,0,1,0.7,0,18,0,6.9,1.26,3,171327
589,540,7,8,1,1,1,1,6.7,1,1,0,5.3,1.93,3,466090
278,256,5,3,1,1,1,1,2.2,1,14,0,2.6,1.33,3,245744
217,213,3,3,0,0,0,1,4.7,0,16,0,6.3,5.17,2,136267
317,271,5,3,1,1,1,1,4.6,0,8,0,2.7,1.62,2,256331
235,202,5,5,1,1,1,1,2.1,1,10,0,2.7,3.6,2,217545
230,205,4,2,1,1,1,1,1.1,1,5,0,0.6,3.51,3,200640
230,209,5,2,1,1,1,1,6.2,1,5,0,6.5,4.47,2,187211
236,231,5,4,1,1,1,1,0.7,1,20,0,0.7,2.28,3,210453
256,241,5,2,1,1,1,1,0.4,1,2,0,3.3,4.81,2,228680
129,119,1,2,0,0,0,0,0.5,0,8,0,1.5,5.17,1,91130
283,246,5,5,1,1,1,1,2.3,0,18,0,6.5,5.93,3,201186
284,261,5,2,1,1,1,0,4.4,1,16,0,5.6,4.44,2,206799
273,254,4,5,1,1,0,1,6.6,0,22,0,1.4,1.63,1,199661
234,204,4,3,0,1,0,0,0.9,1,14,0,5.2,3.11,1,176994
223,215,4,3,1,1,1,1,2.1,1,10,0,5.7,1.91,1,197182
236,213,3,3,0,0,0,1,3.1,1,3,0,1.6,1.17,3,193998
300,277,4,5,1,1,1,1,3.6,1,6,0,5.1,0.22,1,275385
120,108,2,1,0,1,0,1,2.6,0,15,0,4.7,1.05,1,104659
171,165,3,1,0,0,0,0,4.6,1,1,1,3.6,5.2,1,132813
220,202,3,2,0,0,1,0,4.5,0,19,0,3.9,5.18,3,124331
340,313,5,3,1,1,1,0,0.8,1,7,0,5.6,2.19,2,270665
260,252,4,4,1,1,1,0,1.6,1,12,0,5.5,3.69,3,194719
171,159,3,3,1,0,0,1,5.1,1,5,0,0.4,0.32,2,157885
276,270,4,5,1,1,1,1,3.7,1,11,0,0.4,0.1,2,251355
419,419,7,8,1,1,1,1,3.5,1,4,0,3.4,4.32,2,359759
141,123,1,1,0,1,1,0,4.8,0,5,0,1.3,4.75,3,97824
202,173,4,3,1,1,0,1,3.5,0,3,0,2.4,1.58,3,163604
160,139,3,1,0,0,1,0,1.8,1,22,0,6.1,4.74,2,115819
204,190,3,1,0,1,1,0,2.9,0,18,0,1.4,1.93,3,154226
191,168,4,2,1,1,1,1,0.4,0,12,0,6.6,3.22,3,163816
177,177,3,4,1,0,0,1,1.9,1,19,0,5.9,0.83,1,155553
265,263,4,5,1,1,0,1,3.4,1,13,0,4.1,2.18,3,211661
216,199,4,2,1,1,1,1,2.7,1,21,0,0.9,3.72,3,184707
150,145,1,1,0,0,0,0,3.8,0,5,0,6.9,0.21,3,102639
236,202,4,3,1,1,1,1,2.1,0,4,0,4.9,4.8,1,190095
298,285,4,2,0,1,1,0,5.7,1,6,0,4.7,4.77,3,209657
600,549,8,5,1,1,1,1,1.1,1,17,0,2.2,4.77,3,461944
195,179,3,3,0,1,0,0,1.6,1,3,0,6.7,2.91,2,159617
308,307,4,3,1,1,1,1,3.2,1,5,0,0.8,3.43,2,266912
341,334,5,2,1,1,1,1,2.6,1,17,0,4.1,3.36,3,259339
236,217,4,3,1,1,1,1,5.1,0,4,0,4.5,2.68,2,188580
171,153,3,1,0,1,0,1,4.3,0,16,0,5.2,4.89,3,112872
144,134,2,3,1,1,1,0,2.1,0,19,0,0.7,1.24,1,115755
222,222,3,2,0,0,0,0,1.8,0,8,0,4.6,0.71,0,156443
614,519,8,8,1,1,1,1,5.9,1,1,0,5.7,4.49,2,505628
226,199,3,3,1,0,0,1,2.2,1,9,0,3.9,4.15,1,176050
195,189,3,4,1,1,1,0,5.3,1,20,0,6.8,2.64,1,148716
277,272,4,2,1,1,0,1,6.8,0,22,0,3.7,2.85,1,187658
226,217,3,3,0,1,0,1,0.4,1,20,0,2.9,5.53,2,190954
227,206,3,4,1,1,0,0,0.8,1,11,1,5.7,4.56,2,201715
295,261,4,3,1,1,1,1,5.3,0,6,0,4.4,1.9,2,228924
557,522,7,4,1,1,1,1,0.9,1,7,0,1.7,4.6,3,436295
213,187,4,3,1,1,1,1,4.1,1,16,0,3.4,5.81,3,170024
166,143,3,1,1,0,0,1,0.3,1,13,0,2.6,1.12,1,155388
323,287,5,3,1,1,1,1,1.2,1,10,0,6.4,0.69,3,272332
138,123,1,1,1,0,0,0,0.8,0,3,0,0.7,4.12,3,105807
208,183,4,5,1,1,0,0,3.6,1,17,0,0.6,1.02,1,170442
252,240,4,2,1,1,0,1,5.4,1,17,1,5.2,5.32,2,216626
261,247,5,5,1,1,1,1,1.8,1,13,0,3.7,0.31,2,244312
201,178,3,3,1,1,1,0,2.3,0,22,1,2.6,0.72,0,174628
263,227,4,4,1,1,1,0,6.6,1,22,0,6.5,5.86,1,180876
235,235,5,5,1,1,1,1,2.2,1,16,0,1.4,3.38,3,194699
210,183,3,2,1,1,1,0,4.3,1,6,0,3.5,3.8,1,170996
273,260,4,3,1,1,1,1,3.7,0,13,0,5.4,3.9,2,198767
141,126,1,1,1,0,0,0,4.3,0,2,0,4.3,0.08,2,101111
104,102,1,1,0,0,0,1,4.4,0,7,0,2.3,1.75,3,84215
268,268,4,4,1,1,1,0,0.4,1,19,0,6.4,4.5,2,214119
324,294,5,2,1,1,1,1,1.5,1,21,1,1.2,2.81,2,317564
357,317,5,5,1,1,1,1,2.9,1,2,0,1.4,0.42,3,308434
297,288,5,2,1,1,1,1,3.3,1,3,0,1.5,4.21,2,253776
113,111,1,2,0,0,0,0,5.9,0,14,0,6.7,2.08,3,63983
307,275,5,4,1,1,1,0,0.9,1,4,0,6.5,2.65,3,248519
218,209,3,4,1,1,1,0,0.5,0,15,0,3.6,0.28,0,170894
180,167,2,2,0,1,0,1,6.7,0,21,0,1.5,0.27,1,141977
170,146,3,1,0,1,1,0,0.8,1,17,0,3.9,5.09,2,147953
298,293,5,5,1,1,1,1,0.1,1,9,0,6.4,3.34,2,256725
350,310,5,3,1,1,1,1,5.1,1,4,0,1.6,4.94,3,279998
285,271,5,5,0,1,1,1,2.5,1,22,0,3.5,4.24,3,216403
210,209,3,2,1,0,0,1,0.8,0,3,0,2.9,4.52,1,161878
135,115,2,2,0,1,0,0,0.5,0,18,0,0.3,4.44,1,93673
335,295,5,2,1,1,1,1,5.7,1,3,0,0.5,4.36,2,290408
544,520,7,8,1,1,1,1,0.4,1,14,0,6.2,1.8,3,445859
227,217,3,1,1,0,0,0,1.2,0,4,0,4.1,3.76,0,148368
232,227,4,2,1,0,1,1,5.7,1,17,0,4.1,0.45,2,193229
256,222,4,3,1,1,1,1,4.5,1,3,0,4.4,3.55,1,222795
366,332,6,5,1,1,1,1,5.8,1,8,0,4.5,1.31,3,310874
307,281,5,3,1,1,1,1,1.8,1,18,0,4.8,2.48,3,254003
394,338,6,4,1,1,1,1,5.7,1,20,0,0.6,0.04,2,337893
240,225,5,5,1,1,1,1,4.9,1,10,0,3.3,0.21,2,222895
435,433,6,4,1,1,1,1,5.8,1,17,0,1.9,1.02,2,350469
725,720,8,9,1,1,1,1,2.9,1,6,0,3.4,2.7,2,600911
316,284,5,2,1,1,1,1,3.2,1,21,0,3.3,5.29,3,235364
298,272,5,3,1,1,1,1,3.5,1,16,0,4.3,1.54,3,238390
188,161,3,1,0,0,0,0,4.5,1,21,0,5.5,2.55,3,122039
266,243,5,5,1,1,1,0,3.1,1,9,0,6.3,3.71,2,208523
170,148,3,4,1,1,0,0,6.5,0,1,0,4.7,4.72,1,107954
207,182,4,5,0,1,1,1,2.3,1,22,0,1.7,0.1,2,200328
134,118,1,1,1,0,0,0,3.9,0,22,0,4.8,4.66,3,66501
157,143,3,1,1,1,1,0,2.4,1,13,0,3.9,0.71,1,138940
210,209,3,4,1,0,1,0,6.7,1,18,0,2.1,0.36,3,162267
215,214,3,1,1,0,1,0,5.5,1,18,0,5.9,1.4,1,152985
421,369,6,6,1,1,1,1,5.1,1,11,0,0.3,0.93,2,364020
194,178,4,4,1,1,1,1,4.4,1,18,0,0.6,5.67,2,163060
224,211,3,2,1,0,0,0,0.4,0,7,0,6.3,5.95,2,150819
481,430,7,8,1,1,1,1,4.1,1,19,0,3.3,3.39,2,379563
154,139,2,2,0,1,0,1,1.1,0,17,0,1.1,5.1,2,117419
276,267,4,3,1,1,1,1,5.2,1,22,0,1.1,4.06,2,220950
276,253,4,3,1,1,1,0,6.7,0,11,0,4.4,2.27,1,196588
292,281,4,3,1,1,1,1,0.6,1,22,0,2.6,0.09,1,249436
214,209,4,4,1,0,0,1,2.8,1,10,0,4.4,5.23,2,176544
596,546,7,7,1,1,1,1,0.6,1,10,0,6.1,1.87,2,504998
138,128,1,1,1,0,0,0,2.8,0,12,0,6.2,0.91,3,94838
566,531,7,6,1,1,1,1,3.9,1,13,0,0.7,2.75,3,451547
100,95,1,1,1,0,0,0,0.3,0,11,0,5.4,0.55,1,83996
195,190,4,5,0,0,0,1,2.9,0,12,0,1.3,1.38,3,152240
210,196,4,2,1,1,1,1,2.5,1,1,0,6.4,5.27,3,169495
324,299,5,4,1,1,1,1,4.3,1,16,0,0.2,5.09,2,263755
248,248,4,3,1,0,1,1,2.4,0,14,0,3.8,5.82,3,169834
191,171,4,4,1,1,1,1,0.3,1,2,0,6.9,1.36,3,191526
217,193,4,2,1,1,1,1,6.2,1,8,0,1.8,5.62,1,178761
357,323,5,5,1,1,1,1,0.6,1,7,1,3.6,0.35,3,350032
219,201,3,3,1,1,0,1,5.3,0,9,0,0.8,5.21,0,155852
361,343,6,5,1,1,1,1,1.1,1,2,0,3.7,4.14,2,309079
262,234,4,4,1,1,1,1,3.3,0,12,0,1.6,4.66,1,198710
270,252,5,3,1,1,1,1,0.6,1,7,0,3.2,0.08,2,262941
600,557,7,8,1,1,1,1,4.4,1,5,0,3.2,0.51,3,493368
431,381,6,4,1,1,1,1,6.1,1,9,0,3.4,5.79,2,346409
303,261,4,4,1,1,1,1,4.6,1,19,0,5.8,1.75,3,251295
284,246,4,2,1,1,1,1,3.9,1,19,0,6.4,1.66,3,234010
175,151,3,2,1,1,0,0,3.5,0,5,0,3.7,1.73,0,125080
182,164,2,2,0,1,0,0,1.9,0,11,0,6.5,4.26,2,117982
155,155,3,1,1,0,0,1,0.4,1,9,0,0.5,2.98,2,155906
519,506,7,7,1,1,1,1,5.9,1,4,0,2.3,0.4,3,429117
262,233,4,2,1,1,1,1,0.9,1,17,0,6.5,3.64,1,224140
280,272,4,3,1,1,0,1,2.9,1,20,0,4.8,5.85,2,228012
238,238,5,4,1,1,1,1,6.8,1,20,0,0.3,4.59,2,189143
228,227,4,5,1,1,1,1,6.7,1,17,0,2.8,2.15,3,183264
213,204,4,4,0,1,1,1,1.7,0,1,0,6.3,2.19,2,175621
155,153,2,3,0,0,0,0,0.5,0,4,0,4.4,2.91,1,110488
141,123,2,2,0,0,1,0,3.2,0,7,0,0.4,3.86,2,104524
194,165,3,4,0,1,0,1,2.6,1,17,0,0.6,1.99,3,168839
174,156,3,4,1,1,0,0,2.9,1,14,0,5.9,3.15,1,133561
230,219,4,5,1,1,0,1,3.3,1,4,0,5.6,5.77,3,181601
123,118,1,1,0,0,0,0,2.8,0,4,0,6.1,4.58,1,70555
161,146,3,2,0,1,0,0,2.4,1,13,0,0.4,2.53,1,127806
280,251,4,4,1,1,1,0,6.5,1,2,0,3.2,1.97,2,230944
328,312,5,3,1,1,1,1,0.7,1,6,0,1.6,5.83,2,286363
183,169,2,1,0,1,0,0,5.5,0,1,0,3.8,4.06,2,121134
331,329,6,5,1,1,1,1,4.7,1,19,0,1.8,1.01,2,279025
125,125,1,2,0,0,0,0,6.3,0,2,0,4.1,1.27,3,78310
243,210,4,3,1,1,1,1,2.6,0,6,0,4.3,4.83,1,178970
305,300,4,3,0,1,1,1,3.9,0,8,0,3.6,5.55,1,208632
260,260,5,2,1,1,1,1,4.1,1,15,0,6.6,5.55,2,193754
339,338,5,4,1,1,1,1,2.2,1,8,0,4.7,0.43,2,294767
319,300,5,3,1,1,1,1,5.1,1,4,0,6.9,4.55,3,257297
162,143,3,1,1,0,1,0,4.5,0,1,0,5.6,0.86,3,126006
153,135,3,3,1,1,0,0,6.5,1,18,0,4.8,1.93,2,115932
462,451,6,7,1,1,1,1,0.5,1,8,0,5.8,2.79,3,378390
288,268,4,4,1,1,1,1,0.1,1,4,0,2.5,2.92,2,266133
296,265,4,5,0,1,1,1,1.4,0,9,0,6.8,1.79,1,227185
215,191,3,1,0,0,1,0,3.5,0,20,0,3.8,3.05,3,143477
271,238,4,3,1,1,1,1,3.8,1,20,0,6.1,2.65,1,226495
148,132,1,2,0,0,0,0,4.3,0,13,0,0.2,4.83,1,82225
360,318,5,5,1,1,1,1,0.2,1,1,0,1.8,5.35,2,325864
267,244,5,5,0,1,1,1,3.4,1,21,0,4.5,4.05,3,210471
208,193,3,1,0,0,1,0,6.1,1,4,0,3.6,4.32,0,133612
263,243,5,3,1,1,1,1,2.9,0,11,0,0.9,4.58,3,196636
187,169,2,1,0,0,0,1,2.8,0,5,0,1.6,5.72,2,119541
330,312,5,2,1,1,1,1,1.5,1,3,0,4.7,1.7,3,282510
310,271,5,2,1,1,1,0,2.6,1,5,0,2.6,0.53,3,252888
322,306,5,5,1,1,1,1,5.5,1,4,0,3.3,5.59,2,262696
297,277,5,2,1,1,1,1,3.4,1,15,0,6.4,3.47,3,241813
198,172,4,2,0,1,1,0,1.9,1,4,0,3.1,1.01,3,177584
234,205,5,3,1,1,1,1,0.4,1,6,0,3.1,5.91,3,209917
